Radikaler Ronny#afd,Ascendant 1,63.6,0.91,122.6,DE,17.8,175,72.7,715,9.6,94,484,19.0,250,"7,411",0.7,Reyna,39,66,48.5,1.22,158.3
RyaanxX#9910,Platinum 3,46.7,1.06,145.0,PE,16.0,188,77.4,910,6.6,78,974,13.5,488,"14,528",0.7,Reyna,141,248,54.4,1.12,154.7
september 24#1805,Ascendant 3,45.5,0.69,96.6,TR,16.4,122,71.6,532,12.0,89,"2,578",16.0,"1,283","35,457",0.7,Sage,462,807,49.2,0.80,103.4
Obstsalat#Miau,Silver 3,56.2,1.30,168.6,DE,31.7,333,65.9,693,2.4,25,345,23.8,163,"5,803",0.8,Reyna,48,85,48.2,1.30,182.9
Blackyy#Trxsh,Platinum 1,65.2,1.06,148.7,FR,10.8,156,76.5,1108,12.7,184,216,12.9,108,"3,335",0.7,KAY/O,66,112,52.7,1.07,151.9
VLTNVally#1527,Platinum 3,52.3,1.30,160.6,NL,13.6,154,80.2,909,6.3,71,295,11.0,141,"4,579",0.7,Sage,63,106,50.0,0.96,126.6
kukasbacsi#tej,Silver 1,44.4,1.26,183.6,HU,19.0,266,74.8,1047,6.1,86,556,14.1,282,"9,747",0.9,Reyna,117,213,56.8,1.26,184.4
Fladalu#EUW,Iron 3,38.5,0.97,121.9,ES,16.6,139,72.8,610,10.6,89,16,16.6,8,219,0.7,KAY/O,3.0,6,50.0,0.87,113.0
SKIL#3115,Platinum 3,51.9,1.02,147.5,RO,22.6,243,72.7,781,4.7,51,483,18.4,239,"6,610",0.6,Omen,46,80,48.8,0.81,124.1
BAKI HANMA#6128,Diamond 1,54.3,0.94,134.4,IN,15.2,199,75.9,991,8.9,116,317,12.8,168,"4,245",0.6,Viper,69,118,54.2,0.91,127.8
clav111#111,Ascendant 1,51.6,1.17,178.7,None,26.5,319,66.5,801,7.1,85,"1,728",16.0,860,"27,860",0.8,Reyna,387,690,53.0,1.10,160.9
DucksGoQuack#nolol,Bronze 2,50.0,1.62,202.0,IT,19.4,211,73.5,801,7.2,78,18,19.4,8,285,0.8,Yoru,7.4,13,53.8,1.26,177.3
ZachMadeekBeach#6969,Gold 3,45.8,0.97,140.5,PH,13.1,162,76.7,946,10.1,125,98,11.7,45,"1,353",0.7,Raze,21,38,50.0,0.99,158.4
eastdakota208#9002,Silver 2,38.5,1.04,144.2,US,21.0,187,75.3,670,3.7,33,128,15.0,61,"1,768",0.7,Skye,51,93,46.2,0.91,135.0
Iceッ#0406,Diamond 2,52.5,1.05,138.3,DE,33.2,290,62.5,546,4.2,37,494,24.9,256,"8,367",0.8,Reyna,88,156,55.8,1.32,175.4
Hybrid#9181,Platinum 1,55.3,1.18,156.5,US,20.2,185,73.5,673,6.3,58,377,17.3,192,"5,402",0.7,Fade,56,99,47.5,0.73,109.5
N0t4lxx#2140,Platinum 1,60.0,1.39,173.4,MK,21.4,297,71.6,994,7.0,97,224,19.2,122,"4,197",0.9,Jett,58,103,52.4,1.23,170.4
d0nt#1taps,Ascendant 3,55.6,0.96,148.5,CZ,26.6,240,68.3,615,5.1,46,"2,372",19.5,"1,159","34,185",0.7,Brimstone,265,462,50.9,0.93,134.8
TheSearch#1429,Unranked,80.0,2.15,187.2,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloomhed#9623,Bronze 1,58.3,0.91,127.0,None,9.5,133,73.7,1029,16.8,235,64,8.7,33,780,0.6,Sage,11,20,75.0,0.87,114.2
Kashya#Sage,Diamond 3,52.8,0.78,100.7,RO,16.9,154,73.8,673,9.3,85,"1,321",13.4,653,"16,893",0.6,Sage,578,"1,005",50.6,0.92,119.2
GeTreXx#Bucky,Immortal 3,48.6,1.03,141.1,DE,14.4,186,78.1,1010,7.6,98,"11,259",12.6,"5,471","190,369",0.8,Jett,3588,"6,363",51.9,1.13,142.7
cobra#0666,Silver 1,46.2,0.85,124.2,CA,16.8,180,76.4,819,6.8,73,254,14.0,121,"3,035",0.6,Raze,63,114,50.9,0.82,133.3
Elαッ#Krmit,Diamond 2,41.5,0.97,140.6,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Man#Brit,Platinum 1,60.0,1.29,174.3,GB,23.2,327,70.0,985,6.8,95,145,19.9,81,"2,703",0.9,Phoenix,71,124,58.9,1.29,175.4
FriendlyNSG#4488,Ascendant 1,46.7,1.23,156.1,CZ,24.6,248,71.0,715,4.4,44,232,19.2,121,"3,956",0.8,Brimstone,30,51,47.1,1.17,147.9
PH0EN1X#CoW,Silver 2,83.3,0.92,125.0,DE,11.9,133,74.8,833,13.3,148,143,11.2,62,"1,825",0.6,Sova,29,52,50.0,0.88,139.2
Asher#ohayo,Unranked,66.7,1.06,140.3,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need feet pics#666,Gold 2,50.0,0.59,111.2,ZA,17.7,209,74.4,879,8.0,94,162,15.5,87,"2,566",0.8,Raze,21,37,56.8,0.90,141.1
emevaelx#1337,Immortal 3,65.0,1.06,137.2,BE,26.5,225,69.2,587,4.2,36,"1,216",25.0,630,"19,817",0.8,Sage,136,242,51.2,1.00,143.1
Za Russian секс7#maks7,Gold 1,41.7,1.15,173.8,RU,19.3,258,72.5,971,8.3,111,"1,166",13.8,554,"18,471",0.8,Jett,181,306,47.1,1.00,144.4
이 년들을 믿지마#0307,Immortal 1,87.5,1.38,177.9,BE,15.7,224,79.5,1135,4.8,68,349,17.2,182,"6,365",0.9,Jett,102,179,50.8,1.16,165.8
SHADOW#OOOO,Bronze 1,66.7,1.40,166.7,IN,11.1,182,74.6,1219,14.3,233,96,11.2,44,"1,429",0.7,Omen,34,60,50.0,1.04,145.7
Rodys Tricks#777,Silver 1,53.6,1.05,141.1,CA,17.3,215,76.5,948,6.2,77,253,13.2,117,"3,213",0.6,Brimstone,70,126,47.6,0.93,130.2
JETAway#way,Diamond 2,49.2,1.23,155.6,BR,32.9,217,62.7,413,4.4,29,232,29.7,112,"4,008",0.8,Chamber,113,190,48.9,1.23,153.0
IRZ dragnwsniper#irzfy,Silver 1,47.6,1.04,153.3,US,17.7,244,71.4,982,10.8,149,"1,742",14.8,838,"26,013",0.7,Jett,181,334,46.4,1.03,157.3
bunnyheadbaby#9251,Unranked,63.2,1.24,155.4,US,10.4,60,74.5,430,15.1,87,12,10.4,6,92,0.4,Sage,3.1,6,50.0,0.66,113.2
Ricmaranga#GGs,Bronze 1,50.0,1.10,174.4,IT,8.0,124,66.5,1034,25.5,397,145,7.7,69,"2,188",0.8,Jett,50,87,49.4,0.99,153.0
ChaosXIII#XIII,Ascendant 2,49.3,1.07,137.8,IT,29.9,301,65.0,655,5.2,52,816,22.8,400,"12,968",0.8,Viper,225,384,50.3,1.11,151.0
TRIS TAINT#imbad,Platinum 3,49.1,1.03,145.1,US,16.5,190,77.5,891,5.9,68,"1,631",14.7,792,"25,852",0.8,Viper,346,611,52.4,1.08,149.1
cinnabunny#boo,Unranked,0.0,0.07,38.6,GB,7.1,20,70.6,199,22.3,63,7,7.1,3,69,0.5,Killjoy,3.7,7,42.9,0.66,103.9
dynamickitty23#0001,Platinum 1,62.5,1.06,145.2,GB,25.1,269,69.5,746,5.4,58,113,17.3,62,"1,806",0.8,Reyna,32,56,41.1,0.99,149.7
andjelaツ#2424,Silver 2,66.7,1.16,160.4,RS,17.3,174,75.1,753,7.6,76,178,14.9,87,"2,264",0.7,Sova,14,26,42.3,0.86,130.4
Akimbo#00001,Immortal 2,67.6,1.28,146.3,DE,20.9,209,71.7,716,7.4,74,151,23.3,90,"2,934",0.9,Reyna,47,85,52.9,1.49,179.0
riceuwu#666,Diamond 1,62.1,1.06,148.7,BR,23.0,247,70.2,753,6.8,73,343,18.5,177,"5,611",0.8,Sage,39,68,51.5,1.08,145.8
FTSW Tubbirdd#Zaddy,Gold 2,56.5,1.16,151.6,US,25.8,211,70.0,573,4.3,35,438,18.7,224,"6,879",0.8,Chamber,105,184,52.2,1.19,163.1
Rule34#3207,Silver 1,48.2,1.21,162.6,IN,17.5,239,73.9,1012,8.6,118,150,15.3,63,"2,214",0.7,Sage,40,71,46.5,1.00,136.9
kia kaha#7405,Gold 1,37.5,1.05,125.1,BR,13.0,139,78.5,842,8.5,91,296,11.5,148,"4,069",0.7,Viper,47,78,53.8,1.10,136.5
TGS itzy#TTV,Ascendant 1,57.7,1.24,151.4,AU,17.2,212,73.1,903,9.8,121,385,20.8,204,"6,213",0.8,Reyna,83,146,54.8,1.17,156.8
RikaChuz#EUW,Platinum 1,46.2,0.59,85.6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RikaChu#7224,Unranked,75.0,1.14,118.2,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zertuny#1220,Ascendant 1,82.9,1.24,137.4,AT,23.2,209,70.8,638,6.0,54,248,22.1,148,"4,227",0.8,Reyna,41,75,53.3,1.18,164.4
her moon#lxrd,Diamond 2,33.3,1.01,138.3,JP,22.0,292,71.8,954,6.2,83,722,21.3,355,"14,223",1.0,Jett,204,365,52.9,1.71,216.0
AMBASSADOR#NOTAG,Immortal 2,45.4,0.93,134.5,CA,20.4,177,72.6,631,7.0,61,"3,737",21.7,"1,849","55,211",0.7,Sova,705,"1,244",49.4,0.95,139.2
goofy ahh xotic#0000,Bronze 3,37.5,0.69,109.5,AE,12.6,124,74.7,737,12.8,126,77,18.6,34,"1,155",0.7,Reyna,19,36,38.9,1.05,156.1
LAUHAX#1337,Ascendant 2,48.6,1.12,140.5,RO,20.6,192,72.8,678,6.6,61,485,17.7,255,"8,175",0.8,Sage,82,144,54.9,1.09,142.1
Tokyoo#Jihyo,Unranked,0.0,0.86,127.4,PH,16.8,215,76.3,976,6.9,88,104,13.6,50,"1,220",0.6,Sage,17,31,51.6,0.69,95.4
iVyLux#002,Platinum 2,53.3,1.34,194.8,DE,22.2,376,70.9,1200,6.9,116,311,15.2,150,"5,636",0.9,Neon,91,164,49.4,1.16,170.1
interlude#aceml,Platinum 3,66.7,1.16,145.7,CA,34.9,251,61.8,444,3.3,24,"1,252",26.1,619,"18,873",0.7,Reyna,148,272,53.7,1.12,156.7
G2K Ch1kita#Suz,Ascendant 2,44.0,0.94,122.7,RS,27.7,229,65.9,545,6.4,53,"2,604",17.0,"1,294","31,950",0.6,Killjoy,392,678,50.4,0.87,120.7
seireИ 吉神#ynwa,Silver 2,47.6,1.52,190.8,ID,33.1,342,62.9,649,4.0,41,"1,515",11.7,716,"19,992",0.6,Viper,396,677,46.2,0.79,115.1
BigTiddieGoth#alone,Gold 3,44.4,0.85,125.0,DE,12.8,168,81.4,1066,5.7,75,199,14.0,107,"2,524",0.6,Killjoy,42,76,47.4,0.73,110.7
f0urK#death,Ascendant 3,60.2,0.97,135.0,TR,28.1,277,69.1,681,2.8,28,"2,143",17.7,"1,071","33,030",0.7,Reyna,189,335,51.9,1.11,161.2
黒Jet#dead,Silver 3,61.5,1.39,171.6,US,20.5,256,75.0,934,4.5,56,514,19.0,256,"8,953",0.9,Sage,66,120,48.3,1.21,161.8
Maey#nani,Iron 3,45.5,0.68,98.2,PH,10.6,95,77.3,696,12.1,109,50,9.0,25,523,0.5,Brimstone,6.1,11,36.4,0.64,91.1
G2K Tessa#1668,Diamond 1,57.1,0.68,98.3,HR,12.4,108,78.0,679,9.5,83,"1,303",15.3,642,"12,623",0.5,Killjoy,330,572,48.1,0.63,101.4
xShootzxx#GOAT,Silver 2,39.3,0.95,124.1,ES,8.2,94,79.7,917,12.1,139,93,15.9,42,"1,362",0.7,Viper,11,21,42.9,1.02,123.2
Epablo#1212,Gold 2,42.9,1.07,138.8,ID,19.3,214,72.4,804,8.4,93,434,15.7,219,"6,603",0.7,Reyna,53,92,47.8,1.05,150.4
NowHiringKittens#BIG D,Diamond 3,57.5,0.95,122.4,AU,25.5,273,69.8,746,4.7,50,755,20.4,405,"11,664",0.7,KAY/O,81,148,54.1,1.10,148.9
Xess#Clean,Gold 1,61.5,0.93,117.9,SA,21.5,138,69.0,443,9.5,61,324,20.4,160,"4,894",0.8,Reyna,45,81,49.4,1.29,175.2
Oli#4500,Ascendant 3,53.1,1.00,130.5,HU,23.9,191,68.9,551,7.2,58,700,22.2,376,"11,487",0.8,Jett,130,226,50.0,1.09,153.8
Chear#3383,Ascendant 2,50.0,0.90,139.5,DE,22.2,224,74.4,750,3.4,34,"1,594",18.3,788,"25,957",0.8,Raze,717,"1,243",50.8,1.04,170.4
Fantazer#8131,Diamond 1,61.5,0.95,130.5,AM,16.2,183,77.2,874,6.6,75,918,14.8,438,"12,289",0.6,Viper,139,234,47.4,0.89,130.0
Axela0ss#01113,Platinum 3,40.0,1.19,161.8,GR,26.4,287,66.2,719,7.4,80,625,20.0,316,"12,171",0.9,Reyna,115,196,50.5,1.45,187.5
Kyedoo#shoko,Unranked,0.0,0.75,88.6,VN,22.6,217,69.4,666,8.0,77,288,15.0,160,"4,135",0.7,Sage,78,137,51.1,0.71,101.3
Byakya#AIM,Ascendant 1,45.4,0.89,117.0,US,17.7,186,75.0,788,7.2,76,389,16.2,196,"5,845",0.7,Sage,37,65,56.9,1.01,132.3
GMB DoJ#69420,Gold 2,50.0,1.09,170.8,VN,12.6,179,79.3,1123,8.1,114,386,14.5,177,"6,138",0.8,Viper,110,197,50.3,1.17,158.5
よわよわのゆう#WCT,Diamond 3,51.2,1.33,176.0,JP,22.0,242,70.9,779,7.1,78,"1,006",19.5,504,"18,075",0.9,Jett,197,323,51.7,1.22,166.4
TL F4rceFlash#TTV,Diamond 3,40.0,1.11,145.9,DE,23.4,263,69.2,776,7.4,83,"1,567",20.2,760,"24,383",0.7,Sage,315,547,52.5,1.05,135.7
atomcorp#COZA,Platinum 1,51.2,1.00,157.2,RU,12.5,234,75.1,1402,12.3,230,434,12.0,210,"8,128",0.9,Raze,172,290,52.4,1.38,196.4
Alxc#Vibes,Bronze 2,34.8,1.16,154.6,US,21.3,252,72.5,858,6.2,73,129,15.8,56,"2,142",0.8,Reyna,44,75,44.0,1.20,154.8
Tripppy#OCE,Diamond 2,40.0,0.58,90.2,AU,32.8,183,60.4,337,6.8,38,841,22.2,394,"13,787",0.8,Reyna,292,520,47.1,1.05,156.6
kelow#domi,Silver 3,50.8,1.14,152.3,US,15.7,259,75.9,1256,8.4,139,255,16.4,122,"3,989",0.7,Fade,90,151,45.0,1.01,143.1
Fornika2r#dontu,Ascendant 2,47.7,1.06,144.6,CL,15.8,195,77.3,956,6.9,85,"1,988",13.6,967,"31,344",0.8,Sova,224,382,53.1,1.00,142.5
zadiakdeuS#nashe,Diamond 2,51.3,0.99,141.3,None,15.4,160,79.1,820,5.5,57,"1,108",16.0,549,"16,593",0.7,Chamber,173,293,48.1,0.99,138.5
Master Oogway#1155,Platinum 2,51.4,1.15,151.9,PK,19.8,205,72.2,747,8.0,83,278,16.8,135,"4,017",0.7,Jett,75,128,57.0,1.07,147.6
peachy#0806,Gold 2,52.4,0.92,124.3,ID,15.8,207,77.0,1009,7.2,95,573,12.8,274,"7,699",0.6,Killjoy,195,330,53.3,0.92,128.4
valazio195#BUMI,Platinum 3,66.7,0.96,119.1,ID,29.4,192,63.7,415,6.9,45,"1,666",16.0,803,"21,905",0.6,Breach,244,415,46.5,0.88,122.9
MezX#06060,Platinum 1,57.1,1.41,173.2,FR,17.9,235,75.1,984,6.9,91,59,19.5,34,"1,078",0.9,Viper,10,18,44.4,1.28,159.0
degoreo#nyaw,Bronze 2,50.0,0.94,124.5,PH,9.3,100,79.1,848,11.6,124,90,12.1,44,948,0.5,Sage,22,38,47.4,0.56,86.8
YAHANU#1308,Bronze 2,33.3,1.10,142.9,ID,14.5,152,70.8,741,14.6,153,50,10.2,24,732,0.7,Chamber,11,19,68.4,1.04,143.8
monkedesgraciao#monke,Silver 3,61.8,1.28,165.3,CL,11.1,217,78.9,1541,9.9,194,101,9.4,52,"1,759",0.8,Neon,23,41,58.5,1.25,161.5
ItsLiu#0001,Bronze 2,63.6,1.00,147.6,US,18.0,184,72.9,745,9.1,93,71,16.2,36,"1,074",0.8,Reyna,12,25,44.0,0.84,139.1
OnYourLeft#十十十,Ascendant 1,61.3,1.12,148.2,US,33.3,285,63.7,546,3.0,26,"1,902",25.3,931,"29,586",0.7,Chamber,262,466,50.9,1.14,152.5
STRANGe#Tenz,Silver 2,51.4,0.96,140.5,IN,15.0,185,76.2,941,8.8,109,422,16.1,201,"6,120",0.7,Jett,53,91,49.5,1.02,156.3
rasbarruy#1tap,Gold 3,35.1,1.13,161.8,US,28.2,302,65.4,700,6.4,68,629,26.0,295,"9,381",0.7,Skye,136,242,52.1,0.97,140.1
wennsdae#phjei,Silver 3,45.0,0.80,118.7,US,26.7,171,69.2,443,4.1,26,"1,162",22.5,559,"14,655",0.6,Sova,278,468,49.6,0.85,124.7
RainyDevil#TTC,Unranked,55.6,1.26,173.3,CO,16.3,190,76.3,887,7.4,86,169,15.5,88,"2,390",0.7,Sage,50,87,57.5,0.94,122.4
PachecoTvOficial#2578,Diamond 1,53.1,1.15,143.3,BR,20.3,162,72.9,581,6.8,54,"1,469",16.6,716,"19,807",0.7,Killjoy,334,558,50.7,1.05,139.7
Yakult#hello,Iron 3,42.9,1.55,157.5,US,19.4,93,72.4,347,8.1,39,10,19.4,4,120,1.0,Sage,1.0,2,50.0,1.30,166.0
drexton#1301,Bronze 3,34.6,1.05,149.0,GB,11.4,133,80.2,934,8.3,97,71,12.9,29,"1,047",0.7,Chamber,18,33,45.5,1.10,143.1
feraxhp#Yuly,Silver 3,57.9,1.06,124.4,CO,21.0,176,71.2,598,7.9,66,161,19.3,80,"2,239",0.7,Chamber,38,64,51.6,1.18,144.1
pollo#1205,Unranked,56.5,1.13,160.6,MX,15.0,72,80.5,387,4.6,22,6,15.0,3,89,0.7,Neon,2.4,4,50.0,0.90,167.4
Soupy#1228,Platinum 1,40.0,0.99,139.2,US,19.1,205,76.8,823,4.1,44,303,15.6,150,"5,415",0.9,Sage,57,99,52.5,1.08,143.1
vye#1only,Diamond 2,47.4,0.87,121.7,RS,40.7,288,54.6,386,4.7,33,"1,368",22.3,697,"19,900",0.7,Reyna,140,243,53.5,1.12,157.8
rei#silly,Silver 1,45.5,0.84,116.0,US,12.0,137,73.2,835,14.8,169,194,12.0,94,"2,159",0.6,Sage,18,37,51.4,0.66,97.3
forsik#bad,Platinum 3,60.0,1.28,190.7,RU,27.7,318,69.0,791,3.3,38,490,21.6,240,"10,718",1.1,Reyna,54,92,54.3,1.66,227.3
ValorJett#6108,Silver 3,51.6,0.90,130.0,US,26.3,230,66.7,582,7.0,61,375,19.5,190,"5,639",0.7,Reyna,74,137,56.9,1.17,162.9
ttvrevolversmoke#4592,Diamond 1,43.5,1.14,166.7,US,27.3,244,68.2,609,4.5,40,"1,619",23.3,791,"27,230",0.8,Chamber,386,684,48.7,1.11,154.3
Kung Fu Kenny#6449,Immortal 1,51.6,1.13,135.9,DE,24.8,277,71.3,796,3.9,43,"1,128",21.7,565,"18,365",0.8,Omen,76,134,42.5,1.08,135.7
bell#ash,Unranked,0.0,0.00,10.1,GI,24.5,254,68.7,713,6.8,71,177,18.8,96,"2,156",0.6,Viper,23,37,45.9,0.81,114.0
Eulogy#IRIS,Platinum 3,46.7,1.14,162.9,CA,34.4,311,63.1,571,2.5,23,"1,149",30.9,564,"19,514",0.8,Jett,275,476,49.6,1.07,158.3
snorlaxxatives#1309,Bronze 2,33.3,0.84,122.7,AU,13.0,131,74.5,753,12.6,127,150,13.5,73,"1,428",0.5,Viper,40,73,43.8,0.68,111.1
